"","municipio.x","semana_epidemio","casos","confirmados","incidencia","obitos","letalidade","municipio.y","pop","mun"
"1","ABREU E LIMA",11,4,1,1e-05,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"2","ABREU E LIMA",12,11,0,0,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"3","ABREU E LIMA",13,7,0,0,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"4","ABREU E LIMA",14,11,10,1e-04,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"5","ABREU E LIMA",15,46,32,0.00032,3,3e-05,"ABREU E LIMA","100346","Abreu e Lima"
"6","ABREU E LIMA",16,72,50,5e-04,3,3e-05,"ABREU E LIMA","100346","Abreu e Lima"
"7","ABREU E LIMA",17,81,51,0.00051,2,2e-05,"ABREU E LIMA","100346","Abreu e Lima"
"8","ABREU E LIMA",18,90,50,5e-04,3,3e-05,"ABREU E LIMA","100346","Abreu e Lima"
"9","ABREU E LIMA",19,96,56,0.00056,6,6e-05,"ABREU E LIMA","100346","Abreu e Lima"
"10","ABREU E LIMA",20,106,66,0.00066,9,9e-05,"ABREU E LIMA","100346","Abreu e Lima"
"11","ABREU E LIMA",21,85,53,0.00053,7,7e-05,"ABREU E LIMA","100346","Abreu e Lima"
"12","ABREU E LIMA",22,75,35,0.00035,2,2e-05,"ABREU E LIMA","100346","Abreu e Lima"
"13","ABREU E LIMA",23,113,38,0.00038,2,2e-05,"ABREU E LIMA","100346","Abreu e Lima"
"14","ABREU E LIMA",24,68,26,0.00026,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"15","ABREU E LIMA",25,51,29,0.00029,3,3e-05,"ABREU E LIMA","100346","Abreu e Lima"
"16","ABREU E LIMA",26,68,31,0.00031,3,3e-05,"ABREU E LIMA","100346","Abreu e Lima"
"17","ABREU E LIMA",27,90,34,0.00034,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"18","ABREU E LIMA",28,86,29,0.00029,4,4e-05,"ABREU E LIMA","100346","Abreu e Lima"
"19","ABREU E LIMA",29,144,42,0.00042,2,2e-05,"ABREU E LIMA","100346","Abreu e Lima"
"20","ABREU E LIMA",30,117,35,0.00035,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"21","ABREU E LIMA",31,174,39,0.00039,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"22","ABREU E LIMA",32,97,31,0.00031,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"23","ABREU E LIMA",33,134,21,0.00021,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"24","ABREU E LIMA",34,195,31,0.00031,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"25","ABREU E LIMA",35,92,17,0.00017,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"26","ABREU E LIMA",36,63,10,1e-04,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"27","ABREU E LIMA",37,87,16,0.00016,2,2e-05,"ABREU E LIMA","100346","Abreu e Lima"
"28","ABREU E LIMA",38,77,14,0.00014,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"29","ABREU E LIMA",39,81,9,9e-05,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"30","ABREU E LIMA",40,72,24,0.00024,2,2e-05,"ABREU E LIMA","100346","Abreu e Lima"
"31","ABREU E LIMA",41,55,12,0.00012,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"32","ABREU E LIMA",42,124,12,0.00012,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"33","ABREU E LIMA",43,128,13,0.00013,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"34","ABREU E LIMA",44,79,8,8e-05,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"35","ABREU E LIMA",45,105,20,2e-04,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"36","ABREU E LIMA",46,170,29,0.00029,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"37","ABREU E LIMA",47,138,30,3e-04,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"38","ABREU E LIMA",48,137,42,0.00042,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"39","ABREU E LIMA",49,199,53,0.00053,2,2e-05,"ABREU E LIMA","100346","Abreu e Lima"
"40","ABREU E LIMA",50,208,88,0.00088,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"41","ABREU E LIMA",51,131,56,0.00056,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"42","ABREU E LIMA",52,74,38,0.00038,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"43","ABREU E LIMA",53,138,49,0.00049,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"44","ABREU E LIMA",54,155,36,0.00036,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"45","ABREU E LIMA",55,134,33,0.00033,2,2e-05,"ABREU E LIMA","100346","Abreu e Lima"
"46","ABREU E LIMA",56,187,49,0.00049,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"47","ABREU E LIMA",57,140,38,0.00038,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"48","ABREU E LIMA",58,166,55,0.00055,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"49","ABREU E LIMA",59,157,73,0.00073,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"50","ABREU E LIMA",60,177,50,5e-04,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"51","ABREU E LIMA",61,131,42,0.00042,2,2e-05,"ABREU E LIMA","100346","Abreu e Lima"
"52","ABREU E LIMA",62,238,68,0.00068,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"53","ABREU E LIMA",63,258,82,0.00082,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"54","ABREU E LIMA",64,235,81,0.00081,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"55","ABREU E LIMA",65,341,105,0.00105,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"56","ABREU E LIMA",66,206,90,9e-04,2,2e-05,"ABREU E LIMA","100346","Abreu e Lima"
"57","ABREU E LIMA",67,293,111,0.00111,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"58","ABREU E LIMA",68,232,108,0.00108,3,3e-05,"ABREU E LIMA","100346","Abreu e Lima"
"59","ABREU E LIMA",69,213,88,0.00088,3,3e-05,"ABREU E LIMA","100346","Abreu e Lima"
"60","ABREU E LIMA",70,194,71,0.00071,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"61","ABREU E LIMA",71,260,105,0.00105,2,2e-05,"ABREU E LIMA","100346","Abreu e Lima"
"62","ABREU E LIMA",72,191,89,0.00089,2,2e-05,"ABREU E LIMA","100346","Abreu e Lima"
"63","ABREU E LIMA",73,228,107,0.00107,4,4e-05,"ABREU E LIMA","100346","Abreu e Lima"
"64","ABREU E LIMA",74,271,116,0.00116,3,3e-05,"ABREU E LIMA","100346","Abreu e Lima"
"65","ABREU E LIMA",75,189,69,0.00069,2,2e-05,"ABREU E LIMA","100346","Abreu e Lima"
"66","ABREU E LIMA",76,167,63,0.00063,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"67","ABREU E LIMA",77,116,49,0.00049,1,1e-05,"ABREU E LIMA","100346","Abreu e Lima"
"68","ABREU E LIMA",78,57,31,0.00031,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"69","ABREU E LIMA",79,37,21,0.00021,0,0,"ABREU E LIMA","100346","Abreu e Lima"
"70","AFOGADOS DA INGAZEIRA",12,2,0,0,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"71","AFOGADOS DA INGAZEIRA",14,3,1,1e-05,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"72","AFOGADOS DA INGAZEIRA",17,12,4,4e-05,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"73","AFOGADOS DA INGAZEIRA",18,7,1,1e-05,1,1e-05,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"74","AFOGADOS DA INGAZEIRA",19,4,1,1e-05,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"75","AFOGADOS DA INGAZEIRA",20,11,1,1e-05,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"76","AFOGADOS DA INGAZEIRA",21,22,2,2e-05,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"77","AFOGADOS DA INGAZEIRA",22,58,5,5e-05,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"78","AFOGADOS DA INGAZEIRA",23,112,19,0.00019,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"79","AFOGADOS DA INGAZEIRA",24,123,16,0.00016,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"80","AFOGADOS DA INGAZEIRA",25,152,25,0.00025,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"81","AFOGADOS DA INGAZEIRA",26,220,22,0.00022,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"82","AFOGADOS DA INGAZEIRA",27,227,49,0.00049,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"83","AFOGADOS DA INGAZEIRA",28,210,32,0.00032,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"84","AFOGADOS DA INGAZEIRA",29,219,29,0.00029,1,1e-05,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"85","AFOGADOS DA INGAZEIRA",30,205,32,0.00032,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"86","AFOGADOS DA INGAZEIRA",31,222,29,0.00029,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"87","AFOGADOS DA INGAZEIRA",32,295,57,0.00057,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"88","AFOGADOS DA INGAZEIRA",33,338,89,0.00089,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"89","AFOGADOS DA INGAZEIRA",34,314,100,0.001,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"90","AFOGADOS DA INGAZEIRA",35,201,53,0.00053,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"91","AFOGADOS DA INGAZEIRA",36,317,94,0.00094,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"92","AFOGADOS DA INGAZEIRA",37,340,82,0.00082,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"93","AFOGADOS DA INGAZEIRA",38,284,54,0.00054,1,1e-05,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"94","AFOGADOS DA INGAZEIRA",39,332,63,0.00063,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"95","AFOGADOS DA INGAZEIRA",40,264,54,0.00054,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"96","AFOGADOS DA INGAZEIRA",41,316,75,0.00075,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"97","AFOGADOS DA INGAZEIRA",42,312,117,0.00117,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"98","AFOGADOS DA INGAZEIRA",43,428,112,0.00112,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"99","AFOGADOS DA INGAZEIRA",44,282,102,0.00102,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"100","AFOGADOS DA INGAZEIRA",45,481,120,0.0012,1,1e-05,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"101","AFOGADOS DA INGAZEIRA",46,293,97,0.00097,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"102","AFOGADOS DA INGAZEIRA",47,310,81,0.00081,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"103","AFOGADOS DA INGAZEIRA",48,450,105,0.00105,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"104","AFOGADOS DA INGAZEIRA",49,293,64,0.00064,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"105","AFOGADOS DA INGAZEIRA",50,199,94,0.00094,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"106","AFOGADOS DA INGAZEIRA",51,328,89,0.00089,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"107","AFOGADOS DA INGAZEIRA",52,563,86,0.00086,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"108","AFOGADOS DA INGAZEIRA",53,215,49,0.00049,1,1e-05,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"109","AFOGADOS DA INGAZEIRA",54,241,47,0.00047,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"110","AFOGADOS DA INGAZEIRA",55,207,47,0.00047,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"111","AFOGADOS DA INGAZEIRA",56,187,61,0.00061,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"112","AFOGADOS DA INGAZEIRA",57,198,39,0.00039,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"113","AFOGADOS DA INGAZEIRA",58,152,37,0.00037,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"114","AFOGADOS DA INGAZEIRA",59,141,26,0.00026,1,1e-05,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"115","AFOGADOS DA INGAZEIRA",60,318,75,0.00075,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"116","AFOGADOS DA INGAZEIRA",61,425,112,0.00112,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"117","AFOGADOS DA INGAZEIRA",62,410,137,0.00137,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"118","AFOGADOS DA INGAZEIRA",63,460,119,0.00119,1,1e-05,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"119","AFOGADOS DA INGAZEIRA",64,617,167,0.00167,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"120","AFOGADOS DA INGAZEIRA",65,465,139,0.00139,1,1e-05,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"121","AFOGADOS DA INGAZEIRA",66,421,97,0.00097,1,1e-05,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"122","AFOGADOS DA INGAZEIRA",67,406,104,0.00104,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"123","AFOGADOS DA INGAZEIRA",68,348,103,0.00103,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"124","AFOGADOS DA INGAZEIRA",69,432,154,0.00154,2,2e-05,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"125","AFOGADOS DA INGAZEIRA",70,593,171,0.00171,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"126","AFOGADOS DA INGAZEIRA",71,572,139,0.00139,2,2e-05,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"127","AFOGADOS DA INGAZEIRA",72,594,180,0.0018,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"128","AFOGADOS DA INGAZEIRA",73,526,177,0.00177,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"129","AFOGADOS DA INGAZEIRA",74,484,239,0.00239,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"130","AFOGADOS DA INGAZEIRA",75,1017,220,0.0022,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"131","AFOGADOS DA INGAZEIRA",76,977,163,0.00163,1,1e-05,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"132","AFOGADOS DA INGAZEIRA",77,555,133,0.00133,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"133","AFOGADOS DA INGAZEIRA",78,271,50,5e-04,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"134","AFOGADOS DA INGAZEIRA",79,32,1,1e-05,0,0,"AFOGADOS DA INGAZEIRA","37404","Afogados da Ingazeira"
"135","AFRANIO",17,1,1,1e-05,0,0,"AFRANIO","19810","Afrânio"
"136","AFRANIO",19,1,1,1e-05,0,0,"AFRANIO","19810","Afrânio"
"137","AFRANIO",20,3,0,0,0,0,"AFRANIO","19810","Afrânio"
"138","AFRANIO",21,30,12,0.00012,0,0,"AFRANIO","19810","Afrânio"
"139","AFRANIO",22,60,26,0.00026,0,0,"AFRANIO","19810","Afrânio"
"140","AFRANIO",23,26,17,0.00017,1,1e-05,"AFRANIO","19810","Afrânio"
"141","AFRANIO",24,4,0,0,0,0,"AFRANIO","19810","Afrânio"
"142","AFRANIO",25,22,2,2e-05,0,0,"AFRANIO","19810","Afrânio"
"143","AFRANIO",26,36,1,1e-05,0,0,"AFRANIO","19810","Afrânio"
"144","AFRANIO",27,44,1,1e-05,0,0,"AFRANIO","19810","Afrânio"
"145","AFRANIO",28,60,3,3e-05,0,0,"AFRANIO","19810","Afrânio"
"146","AFRANIO",29,78,26,0.00026,0,0,"AFRANIO","19810","Afrânio"
"147","AFRANIO",30,49,5,5e-05,0,0,"AFRANIO","19810","Afrânio"
"148","AFRANIO",31,20,7,7e-05,0,0,"AFRANIO","19810","Afrânio"
"149","AFRANIO",32,28,12,0.00012,0,0,"AFRANIO","19810","Afrânio"
"150","AFRANIO",33,44,18,0.00018,0,0,"AFRANIO","19810","Afrânio"
"151","AFRANIO",34,58,20,2e-04,0,0,"AFRANIO","19810","Afrânio"
"152","AFRANIO",35,48,17,0.00017,1,1e-05,"AFRANIO","19810","Afrânio"
"153","AFRANIO",36,36,5,5e-05,0,0,"AFRANIO","19810","Afrânio"
"154","AFRANIO",37,36,15,0.00015,0,0,"AFRANIO","19810","Afrânio"
"155","AFRANIO",38,38,6,6e-05,0,0,"AFRANIO","19810","Afrânio"
"156","AFRANIO",39,32,6,6e-05,1,1e-05,"AFRANIO","19810","Afrânio"
"157","AFRANIO",40,16,3,3e-05,0,0,"AFRANIO","19810","Afrânio"
"158","AFRANIO",41,19,5,5e-05,0,0,"AFRANIO","19810","Afrânio"
"159","AFRANIO",42,15,2,2e-05,0,0,"AFRANIO","19810","Afrânio"
"160","AFRANIO",43,45,5,5e-05,0,0,"AFRANIO","19810","Afrânio"
"161","AFRANIO",44,34,8,8e-05,0,0,"AFRANIO","19810","Afrânio"
"162","AFRANIO",45,22,7,7e-05,0,0,"AFRANIO","19810","Afrânio"
"163","AFRANIO",46,25,7,7e-05,0,0,"AFRANIO","19810","Afrânio"
"164","AFRANIO",47,55,26,0.00026,0,0,"AFRANIO","19810","Afrânio"
"165","AFRANIO",48,110,50,5e-04,0,0,"AFRANIO","19810","Afrânio"
"166","AFRANIO",49,88,33,0.00033,2,2e-05,"AFRANIO","19810","Afrânio"
"167","AFRANIO",50,86,42,0.00042,0,0,"AFRANIO","19810","Afrânio"
"168","AFRANIO",51,100,27,0.00027,0,0,"AFRANIO","19810","Afrânio"
"169","AFRANIO",52,73,25,0.00025,0,0,"AFRANIO","19810","Afrânio"
"170","AFRANIO",53,54,21,0.00021,0,0,"AFRANIO","19810","Afrânio"
"171","AFRANIO",54,85,25,0.00025,0,0,"AFRANIO","19810","Afrânio"
"172","AFRANIO",55,82,26,0.00026,0,0,"AFRANIO","19810","Afrânio"
"173","AFRANIO",56,75,18,0.00018,0,0,"AFRANIO","19810","Afrânio"
"174","AFRANIO",57,32,6,6e-05,0,0,"AFRANIO","19810","Afrânio"
"175","AFRANIO",58,50,12,0.00012,0,0,"AFRANIO","19810","Afrânio"
"176","AFRANIO",59,20,10,1e-04,0,0,"AFRANIO","19810","Afrânio"
"177","AFRANIO",60,30,6,6e-05,0,0,"AFRANIO","19810","Afrânio"
"178","AFRANIO",61,40,14,0.00014,0,0,"AFRANIO","19810","Afrânio"
"179","AFRANIO",62,27,1,1e-05,0,0,"AFRANIO","19810","Afrânio"
"180","AFRANIO",63,30,2,2e-05,0,0,"AFRANIO","19810","Afrânio"
"181","AFRANIO",64,41,20,2e-04,0,0,"AFRANIO","19810","Afrânio"
"182","AFRANIO",65,48,5,5e-05,0,0,"AFRANIO","19810","Afrânio"
"183","AFRANIO",66,46,18,0.00018,0,0,"AFRANIO","19810","Afrânio"
"184","AFRANIO",67,86,33,0.00033,1,1e-05,"AFRANIO","19810","Afrânio"
"185","AFRANIO",68,63,25,0.00025,1,1e-05,"AFRANIO","19810","Afrânio"
"186","AFRANIO",69,95,33,0.00033,0,0,"AFRANIO","19810","Afrânio"
"187","AFRANIO",70,105,33,0.00033,0,0,"AFRANIO","19810","Afrânio"
"188","AFRANIO",71,61,18,0.00018,0,0,"AFRANIO","19810","Afrânio"
"189","AFRANIO",72,85,27,0.00027,1,1e-05,"AFRANIO","19810","Afrânio"
"190","AFRANIO",73,61,22,0.00022,0,0,"AFRANIO","19810","Afrânio"
"191","AFRANIO",74,99,29,0.00029,0,0,"AFRANIO","19810","Afrânio"
"192","AFRANIO",75,49,11,0.00011,1,1e-05,"AFRANIO","19810","Afrânio"
"193","AFRANIO",76,55,19,0.00019,0,0,"AFRANIO","19810","Afrânio"
"194","AFRANIO",77,79,32,0.00032,0,0,"AFRANIO","19810","Afrânio"
"195","AFRANIO",78,15,6,6e-05,0,0,"AFRANIO","19810","Afrânio"
"196","AFRANIO",79,5,1,1e-05,0,0,"AFRANIO","19810","Afrânio"
"197","AGRESTINA",14,1,0,0,0,0,"AGRESTINA","25065","Agrestina"
"198","AGRESTINA",16,2,1,1e-05,1,1e-05,"AGRESTINA","25065","Agrestina"
"199","AGRESTINA",17,7,1,1e-05,0,0,"AGRESTINA","25065","Agrestina"
"200","AGRESTINA",18,7,3,3e-05,1,1e-05,"AGRESTINA","25065","Agrestina"
"201","AGRESTINA",19,6,4,4e-05,1,1e-05,"AGRESTINA","25065","Agrestina"
"202","AGRESTINA",20,14,10,1e-04,0,0,"AGRESTINA","25065","Agrestina"
"203","AGRESTINA",21,27,15,0.00015,0,0,"AGRESTINA","25065","Agrestina"
"204","AGRESTINA",22,49,26,0.00026,0,0,"AGRESTINA","25065","Agrestina"
"205","AGRESTINA",23,97,35,0.00035,1,1e-05,"AGRESTINA","25065","Agrestina"
"206","AGRESTINA",24,62,29,0.00029,2,2e-05,"AGRESTINA","25065","Agrestina"
"207","AGRESTINA",25,71,43,0.00043,1,1e-05,"AGRESTINA","25065","Agrestina"
"208","AGRESTINA",26,97,53,0.00053,2,2e-05,"AGRESTINA","25065","Agrestina"
"209","AGRESTINA",27,98,60,6e-04,1,1e-05,"AGRESTINA","25065","Agrestina"
"210","AGRESTINA",28,136,89,0.00089,0,0,"AGRESTINA","25065","Agrestina"
"211","AGRESTINA",29,86,50,5e-04,0,0,"AGRESTINA","25065","Agrestina"
"212","AGRESTINA",30,133,67,0.00067,0,0,"AGRESTINA","25065","Agrestina"
"213","AGRESTINA",31,51,18,0.00018,0,0,"AGRESTINA","25065","Agrestina"
"214","AGRESTINA",32,47,14,0.00014,1,1e-05,"AGRESTINA","25065","Agrestina"
"215","AGRESTINA",33,48,13,0.00013,0,0,"AGRESTINA","25065","Agrestina"
"216","AGRESTINA",34,23,13,0.00013,0,0,"AGRESTINA","25065","Agrestina"
"217","AGRESTINA",35,22,7,7e-05,0,0,"AGRESTINA","25065","Agrestina"
"218","AGRESTINA",36,230,5,5e-05,1,1e-05,"AGRESTINA","25065","Agrestina"
"219","AGRESTINA",37,27,12,0.00012,0,0,"AGRESTINA","25065","Agrestina"
"220","AGRESTINA",38,37,2,2e-05,0,0,"AGRESTINA","25065","Agrestina"
"221","AGRESTINA",39,38,2,2e-05,0,0,"AGRESTINA","25065","Agrestina"
"222","AGRESTINA",40,34,10,1e-04,0,0,"AGRESTINA","25065","Agrestina"
"223","AGRESTINA",41,23,4,4e-05,0,0,"AGRESTINA","25065","Agrestina"
"224","AGRESTINA",42,32,5,5e-05,0,0,"AGRESTINA","25065","Agrestina"
"225","AGRESTINA",43,58,3,3e-05,0,0,"AGRESTINA","25065","Agrestina"
"226","AGRESTINA",44,17,1,1e-05,0,0,"AGRESTINA","25065","Agrestina"
"227","AGRESTINA",45,25,6,6e-05,0,0,"AGRESTINA","25065","Agrestina"
"228","AGRESTINA",46,28,7,7e-05,0,0,"AGRESTINA","25065","Agrestina"
"229","AGRESTINA",47,45,6,6e-05,0,0,"AGRESTINA","25065","Agrestina"
"230","AGRESTINA",48,51,17,0.00017,0,0,"AGRESTINA","25065","Agrestina"
"231","AGRESTINA",49,73,11,0.00011,0,0,"AGRESTINA","25065","Agrestina"
"232","AGRESTINA",50,46,16,0.00016,0,0,"AGRESTINA","25065","Agrestina"
"233","AGRESTINA",51,18,11,0.00011,0,0,"AGRESTINA","25065","Agrestina"
"234","AGRESTINA",52,24,6,6e-05,0,0,"AGRESTINA","25065","Agrestina"
"235","AGRESTINA",53,30,18,0.00018,0,0,"AGRESTINA","25065","Agrestina"
"236","AGRESTINA",54,43,15,0.00015,0,0,"AGRESTINA","25065","Agrestina"
"237","AGRESTINA",55,61,25,0.00025,0,0,"AGRESTINA","25065","Agrestina"
"238","AGRESTINA",56,43,21,0.00021,0,0,"AGRESTINA","25065","Agrestina"
"239","AGRESTINA",57,25,6,6e-05,0,0,"AGRESTINA","25065","Agrestina"
"240","AGRESTINA",58,34,12,0.00012,0,0,"AGRESTINA","25065","Agrestina"
"241","AGRESTINA",59,28,5,5e-05,0,0,"AGRESTINA","25065","Agrestina"
"242","AGRESTINA",60,65,35,0.00035,0,0,"AGRESTINA","25065","Agrestina"
"243","AGRESTINA",61,69,35,0.00035,0,0,"AGRESTINA","25065","Agrestina"
"244","AGRESTINA",62,76,40,4e-04,3,3e-05,"AGRESTINA","25065","Agrestina"
"245","AGRESTINA",63,89,40,4e-04,1,1e-05,"AGRESTINA","25065","Agrestina"
"246","AGRESTINA",64,92,46,0.00046,1,1e-05,"AGRESTINA","25065","Agrestina"
"247","AGRESTINA",65,147,71,0.00071,0,0,"AGRESTINA","25065","Agrestina"
"248","AGRESTINA",66,67,39,0.00039,0,0,"AGRESTINA","25065","Agrestina"
"249","AGRESTINA",67,134,73,0.00073,0,0,"AGRESTINA","25065","Agrestina"
"250","AGRESTINA",68,93,48,0.00048,0,0,"AGRESTINA","25065","Agrestina"
"251","AGRESTINA",69,118,51,0.00051,0,0,"AGRESTINA","25065","Agrestina"
"252","AGRESTINA",70,107,49,0.00049,1,1e-05,"AGRESTINA","25065","Agrestina"
"253","AGRESTINA",71,108,53,0.00053,1,1e-05,"AGRESTINA","25065","Agrestina"
"254","AGRESTINA",72,99,58,0.00058,1,1e-05,"AGRESTINA","25065","Agrestina"
"255","AGRESTINA",73,163,103,0.00103,1,1e-05,"AGRESTINA","25065","Agrestina"
"256","AGRESTINA",74,188,83,0.00083,0,0,"AGRESTINA","25065","Agrestina"
"257","AGRESTINA",75,72,28,0.00028,1,1e-05,"AGRESTINA","25065","Agrestina"
"258","AGRESTINA",76,65,32,0.00032,0,0,"AGRESTINA","25065","Agrestina"
"259","AGRESTINA",77,81,34,0.00034,1,1e-05,"AGRESTINA","25065","Agrestina"
