"","municipio.x","semana_epidemio","casos","confirmados","incidencia","obitos","letalidade","municipio.y","pop","mun"
"1473","BEZERROS",43,66,48,0.00048,1,1e-05,"BEZERROS","60880","Bezerros"
"1474","BEZERROS",44,36,17,0.00017,0,0,"BEZERROS","60880","Bezerros"
"1475","BEZERROS",45,39,17,0.00017,0,0,"BEZERROS","60880","Bezerros"
"1476","BEZERROS",46,45,27,0.00027,0,0,"BEZERROS","60880","Bezerros"
"1477","BEZERROS",47,75,41,0.00041,1,1e-05,"BEZERROS","60880","Bezerros"
"1478","BEZERROS",48,78,58,0.00058,0,0,"BEZERROS","60880","Bezerros"
"1479","BEZERROS",49,136,116,0.00116,3,3e-05,"BEZERROS","60880","Bezerros"
"1480","BEZERROS",50,147,128,0.00128,0,0,"BEZERROS","60880","Bezerros"
"1481","BEZERROS",51,143,117,0.00117,1,1e-05,"BEZERROS","60880","Bezerros"
"1482","BEZERROS",52,85,54,0.00054,0,0,"BEZERROS","60880","Bezerros"
"1483","BEZERROS",53,196,78,0.00078,0,0,"BEZERROS","60880","Bezerros"
"1484","BEZERROS",54,233,85,0.00085,0,0,"BEZERROS","60880","Bezerros"
"1485","BEZERROS",55,159,83,0.00083,2,2e-05,"BEZERROS","60880","Bezerros"
"1486","BEZERROS",56,157,74,0.00074,0,0,"BEZERROS","60880","Bezerros"
"1487","BEZERROS",57,111,67,0.00067,2,2e-05,"BEZERROS","60880","Bezerros"
"1488","BEZERROS",58,150,77,0.00077,2,2e-05,"BEZERROS","60880","Bezerros"
"1489","BEZERROS",59,135,79,0.00079,0,0,"BEZERROS","60880","Bezerros"
"1490","BEZERROS",60,201,87,0.00087,1,1e-05,"BEZERROS","60880","Bezerros"
"1491","BEZERROS",61,173,85,0.00085,0,0,"BEZERROS","60880","Bezerros"
"1492","BEZERROS",62,208,103,0.00103,0,0,"BEZERROS","60880","Bezerros"
"1493","BEZERROS",63,274,74,0.00074,0,0,"BEZERROS","60880","Bezerros"
"1494","BEZERROS",64,241,106,0.00106,2,2e-05,"BEZERROS","60880","Bezerros"
"1495","BEZERROS",65,209,83,0.00083,0,0,"BEZERROS","60880","Bezerros"
"1496","BEZERROS",66,174,52,0.00052,2,2e-05,"BEZERROS","60880","Bezerros"
"1497","BEZERROS",67,362,99,0.00099,2,2e-05,"BEZERROS","60880","Bezerros"
"1498","BEZERROS",68,213,43,0.00043,1,1e-05,"BEZERROS","60880","Bezerros"
"1499","BEZERROS",69,223,81,0.00081,1,1e-05,"BEZERROS","60880","Bezerros"
"1500","BEZERROS",70,216,72,0.00072,0,0,"BEZERROS","60880","Bezerros"
"1501","BEZERROS",71,219,100,0.001,2,2e-05,"BEZERROS","60880","Bezerros"
"1502","BEZERROS",72,231,106,0.00106,1,1e-05,"BEZERROS","60880","Bezerros"
"1503","BEZERROS",73,217,96,0.00096,2,2e-05,"BEZERROS","60880","Bezerros"
"1504","BEZERROS",74,273,103,0.00103,2,2e-05,"BEZERROS","60880","Bezerros"
"1505","BEZERROS",75,179,61,0.00061,0,0,"BEZERROS","60880","Bezerros"
"1506","BEZERROS",76,134,39,0.00039,0,0,"BEZERROS","60880","Bezerros"
"1507","BEZERROS",77,83,23,0.00023,1,1e-05,"BEZERROS","60880","Bezerros"
"1508","BEZERROS",78,41,13,0.00013,1,1e-05,"BEZERROS","60880","Bezerros"
"1509","BEZERROS",79,5,2,2e-05,0,0,"BEZERROS","60880","Bezerros"
"1510","BODOCO",11,1,0,0,0,0,"BODOCO","38378","Bodocó"
"1511","BODOCO",11,1,0,0,0,0,"OROCO","15152","Orocó"
"1512","BODOCO",16,1,0,0,0,0,"BODOCO","38378","Bodocó"
"1513","BODOCO",16,1,0,0,0,0,"OROCO","15152","Orocó"
"1514","BODOCO",18,1,1,1e-05,0,0,"BODOCO","38378","Bodocó"
"1515","BODOCO",18,1,1,1e-05,0,0,"OROCO","15152","Orocó"
"1516","BODOCO",19,1,1,1e-05,0,0,"BODOCO","38378","Bodocó"
"1517","BODOCO",19,1,1,1e-05,0,0,"OROCO","15152","Orocó"
"1518","BODOCO",20,7,2,2e-05,0,0,"BODOCO","38378","Bodocó"
"1519","BODOCO",20,7,2,2e-05,0,0,"OROCO","15152","Orocó"
"1520","BODOCO",21,4,1,1e-05,0,0,"BODOCO","38378","Bodocó"
"1521","BODOCO",21,4,1,1e-05,0,0,"OROCO","15152","Orocó"
"1522","BODOCO",22,8,1,1e-05,1,1e-05,"BODOCO","38378","Bodocó"
"1523","BODOCO",22,8,1,1e-05,1,1e-05,"OROCO","15152","Orocó"
"1524","BODOCO",23,3,0,0,0,0,"BODOCO","38378","Bodocó"
"1525","BODOCO",23,3,0,0,0,0,"OROCO","15152","Orocó"
"1526","BODOCO",24,2,2,2e-05,0,0,"BODOCO","38378","Bodocó"
"1527","BODOCO",24,2,2,2e-05,0,0,"OROCO","15152","Orocó"
"1528","BODOCO",25,29,5,5e-05,0,0,"BODOCO","38378","Bodocó"
"1529","BODOCO",25,29,5,5e-05,0,0,"OROCO","15152","Orocó"
"1530","BODOCO",26,47,19,0.00019,0,0,"BODOCO","38378","Bodocó"
"1531","BODOCO",26,47,19,0.00019,0,0,"OROCO","15152","Orocó"
"1532","BODOCO",27,63,18,0.00018,0,0,"BODOCO","38378","Bodocó"
"1533","BODOCO",27,63,18,0.00018,0,0,"OROCO","15152","Orocó"
"1534","BODOCO",28,95,38,0.00038,0,0,"BODOCO","38378","Bodocó"
"1535","BODOCO",28,95,38,0.00038,0,0,"OROCO","15152","Orocó"
"1536","BODOCO",29,73,23,0.00023,1,1e-05,"BODOCO","38378","Bodocó"
"1537","BODOCO",29,73,23,0.00023,1,1e-05,"OROCO","15152","Orocó"
"1538","BODOCO",30,81,22,0.00022,2,2e-05,"BODOCO","38378","Bodocó"
"1539","BODOCO",30,81,22,0.00022,2,2e-05,"OROCO","15152","Orocó"
"1540","BODOCO",31,46,9,9e-05,1,1e-05,"BODOCO","38378","Bodocó"
"1541","BODOCO",31,46,9,9e-05,1,1e-05,"OROCO","15152","Orocó"
"1542","BODOCO",32,52,4,4e-05,0,0,"BODOCO","38378","Bodocó"
"1543","BODOCO",32,52,4,4e-05,0,0,"OROCO","15152","Orocó"
"1544","BODOCO",33,51,8,8e-05,1,1e-05,"BODOCO","38378","Bodocó"
"1545","BODOCO",33,51,8,8e-05,1,1e-05,"OROCO","15152","Orocó"
"1546","BODOCO",34,66,10,1e-04,0,0,"BODOCO","38378","Bodocó"
"1547","BODOCO",34,66,10,1e-04,0,0,"OROCO","15152","Orocó"
"1548","BODOCO",35,64,26,0.00026,1,1e-05,"BODOCO","38378","Bodocó"
"1549","BODOCO",35,64,26,0.00026,1,1e-05,"OROCO","15152","Orocó"
"1550","BODOCO",36,95,28,0.00028,1,1e-05,"BODOCO","38378","Bodocó"
"1551","BODOCO",36,95,28,0.00028,1,1e-05,"OROCO","15152","Orocó"
"1552","BODOCO",37,83,18,0.00018,0,0,"BODOCO","38378","Bodocó"
"1553","BODOCO",37,83,18,0.00018,0,0,"OROCO","15152","Orocó"
"1554","BODOCO",38,27,4,4e-05,0,0,"BODOCO","38378","Bodocó"
"1555","BODOCO",38,27,4,4e-05,0,0,"OROCO","15152","Orocó"
"1556","BODOCO",39,25,10,1e-04,0,0,"BODOCO","38378","Bodocó"
"1557","BODOCO",39,25,10,1e-04,0,0,"OROCO","15152","Orocó"
"1558","BODOCO",40,50,7,7e-05,0,0,"BODOCO","38378","Bodocó"
"1559","BODOCO",40,50,7,7e-05,0,0,"OROCO","15152","Orocó"
"1560","BODOCO",41,27,7,7e-05,0,0,"BODOCO","38378","Bodocó"
"1561","BODOCO",41,27,7,7e-05,0,0,"OROCO","15152","Orocó"
"1562","BODOCO",42,82,15,0.00015,0,0,"BODOCO","38378","Bodocó"
"1563","BODOCO",42,82,15,0.00015,0,0,"OROCO","15152","Orocó"
"1564","BODOCO",43,50,13,0.00013,0,0,"BODOCO","38378","Bodocó"
"1565","BODOCO",43,50,13,0.00013,0,0,"OROCO","15152","Orocó"
"1566","BODOCO",44,54,5,5e-05,0,0,"BODOCO","38378","Bodocó"
"1567","BODOCO",44,54,5,5e-05,0,0,"OROCO","15152","Orocó"
"1568","BODOCO",45,39,10,1e-04,0,0,"BODOCO","38378","Bodocó"
"1569","BODOCO",45,39,10,1e-04,0,0,"OROCO","15152","Orocó"
"1570","BODOCO",46,56,15,0.00015,0,0,"BODOCO","38378","Bodocó"
"1571","BODOCO",46,56,15,0.00015,0,0,"OROCO","15152","Orocó"
"1572","BODOCO",47,51,20,2e-04,0,0,"BODOCO","38378","Bodocó"
"1573","BODOCO",47,51,20,2e-04,0,0,"OROCO","15152","Orocó"
"1574","BODOCO",48,122,47,0.00047,0,0,"BODOCO","38378","Bodocó"
"1575","BODOCO",48,122,47,0.00047,0,0,"OROCO","15152","Orocó"
"1576","BODOCO",49,64,26,0.00026,1,1e-05,"BODOCO","38378","Bodocó"
"1577","BODOCO",49,64,26,0.00026,1,1e-05,"OROCO","15152","Orocó"
"1578","BODOCO",50,102,24,0.00024,0,0,"BODOCO","38378","Bodocó"
"1579","BODOCO",50,102,24,0.00024,0,0,"OROCO","15152","Orocó"
"1580","BODOCO",51,2418,537,0.00537,0,0,"BODOCO","38378","Bodocó"
"1581","BODOCO",51,2418,537,0.00537,0,0,"OROCO","15152","Orocó"
"1582","BODOCO",52,753,116,0.00116,0,0,"BODOCO","38378","Bodocó"
"1583","BODOCO",52,753,116,0.00116,0,0,"OROCO","15152","Orocó"
"1584","BODOCO",53,6,3,3e-05,0,0,"BODOCO","38378","Bodocó"
"1585","BODOCO",53,6,3,3e-05,0,0,"OROCO","15152","Orocó"
"1586","BODOCO",54,104,23,0.00023,1,1e-05,"BODOCO","38378","Bodocó"
"1587","BODOCO",54,104,23,0.00023,1,1e-05,"OROCO","15152","Orocó"
"1588","BODOCO",55,76,21,0.00021,1,1e-05,"BODOCO","38378","Bodocó"
"1589","BODOCO",55,76,21,0.00021,1,1e-05,"OROCO","15152","Orocó"
"1590","BODOCO",56,134,37,0.00037,0,0,"BODOCO","38378","Bodocó"
"1591","BODOCO",56,134,37,0.00037,0,0,"OROCO","15152","Orocó"
"1592","BODOCO",57,80,23,0.00023,0,0,"BODOCO","38378","Bodocó"
"1593","BODOCO",57,80,23,0.00023,0,0,"OROCO","15152","Orocó"
"1594","BODOCO",58,72,18,0.00018,0,0,"BODOCO","38378","Bodocó"
"1595","BODOCO",58,72,18,0.00018,0,0,"OROCO","15152","Orocó"
"1596","BODOCO",59,75,23,0.00023,1,1e-05,"BODOCO","38378","Bodocó"
"1597","BODOCO",59,75,23,0.00023,1,1e-05,"OROCO","15152","Orocó"
"1598","BODOCO",60,67,25,0.00025,0,0,"BODOCO","38378","Bodocó"
"1599","BODOCO",60,67,25,0.00025,0,0,"OROCO","15152","Orocó"
"1600","BODOCO",61,99,25,0.00025,1,1e-05,"BODOCO","38378","Bodocó"
"1601","BODOCO",61,99,25,0.00025,1,1e-05,"OROCO","15152","Orocó"
"1602","BODOCO",62,92,21,0.00021,0,0,"BODOCO","38378","Bodocó"
"1603","BODOCO",62,92,21,0.00021,0,0,"OROCO","15152","Orocó"
"1604","BODOCO",63,101,32,0.00032,0,0,"BODOCO","38378","Bodocó"
"1605","BODOCO",63,101,32,0.00032,0,0,"OROCO","15152","Orocó"
"1606","BODOCO",64,80,34,0.00034,0,0,"BODOCO","38378","Bodocó"
"1607","BODOCO",64,80,34,0.00034,0,0,"OROCO","15152","Orocó"
"1608","BODOCO",65,108,31,0.00031,0,0,"BODOCO","38378","Bodocó"
"1609","BODOCO",65,108,31,0.00031,0,0,"OROCO","15152","Orocó"
"1610","BODOCO",66,55,25,0.00025,0,0,"BODOCO","38378","Bodocó"
"1611","BODOCO",66,55,25,0.00025,0,0,"OROCO","15152","Orocó"
"1612","BODOCO",67,62,17,0.00017,1,1e-05,"BODOCO","38378","Bodocó"
"1613","BODOCO",67,62,17,0.00017,1,1e-05,"OROCO","15152","Orocó"
"1614","BODOCO",68,64,28,0.00028,1,1e-05,"BODOCO","38378","Bodocó"
"1615","BODOCO",68,64,28,0.00028,1,1e-05,"OROCO","15152","Orocó"
"1616","BODOCO",69,107,37,0.00037,0,0,"BODOCO","38378","Bodocó"
"1617","BODOCO",69,107,37,0.00037,0,0,"OROCO","15152","Orocó"
"1618","BODOCO",70,112,44,0.00044,1,1e-05,"BODOCO","38378","Bodocó"
"1619","BODOCO",70,112,44,0.00044,1,1e-05,"OROCO","15152","Orocó"
"1620","BODOCO",71,136,70,7e-04,0,0,"BODOCO","38378","Bodocó"
"1621","BODOCO",71,136,70,7e-04,0,0,"OROCO","15152","Orocó"
"1622","BODOCO",72,147,68,0.00068,0,0,"BODOCO","38378","Bodocó"
"1623","BODOCO",72,147,68,0.00068,0,0,"OROCO","15152","Orocó"
"1624","BODOCO",73,158,77,0.00077,2,2e-05,"BODOCO","38378","Bodocó"
"1625","BODOCO",73,158,77,0.00077,2,2e-05,"OROCO","15152","Orocó"
"1626","BODOCO",74,157,88,0.00088,0,0,"BODOCO","38378","Bodocó"
"1627","BODOCO",74,157,88,0.00088,0,0,"OROCO","15152","Orocó"
"1628","BODOCO",75,71,24,0.00024,0,0,"BODOCO","38378","Bodocó"
"1629","BODOCO",75,71,24,0.00024,0,0,"OROCO","15152","Orocó"
"1630","BODOCO",76,76,29,0.00029,0,0,"BODOCO","38378","Bodocó"
"1631","BODOCO",76,76,29,0.00029,0,0,"OROCO","15152","Orocó"
"1632","BODOCO",77,37,17,0.00017,1,1e-05,"BODOCO","38378","Bodocó"
"1633","BODOCO",77,37,17,0.00017,1,1e-05,"OROCO","15152","Orocó"
"1634","BODOCO",78,77,15,0.00015,0,0,"BODOCO","38378","Bodocó"
"1635","BODOCO",78,77,15,0.00015,0,0,"OROCO","15152","Orocó"
"1636","BODOCO",79,15,2,2e-05,0,0,"BODOCO","38378","Bodocó"
"1637","BODOCO",79,15,2,2e-05,0,0,"OROCO","15152","Orocó"
"1638","BOM CONSELHO",13,2,0,0,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1639","BOM CONSELHO",14,2,1,1e-05,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1640","BOM CONSELHO",15,4,1,1e-05,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1641","BOM CONSELHO",16,4,1,1e-05,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1642","BOM CONSELHO",17,5,2,2e-05,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1643","BOM CONSELHO",18,6,1,1e-05,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1644","BOM CONSELHO",19,23,18,0.00018,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1645","BOM CONSELHO",20,37,32,0.00032,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1646","BOM CONSELHO",21,41,29,0.00029,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1647","BOM CONSELHO",22,18,9,9e-05,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1648","BOM CONSELHO",23,16,11,0.00011,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1649","BOM CONSELHO",24,33,23,0.00023,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1650","BOM CONSELHO",25,31,17,0.00017,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1651","BOM CONSELHO",26,47,23,0.00023,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1652","BOM CONSELHO",27,111,59,0.00059,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1653","BOM CONSELHO",28,100,61,0.00061,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1654","BOM CONSELHO",29,114,64,0.00064,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1655","BOM CONSELHO",30,75,36,0.00036,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1656","BOM CONSELHO",31,92,43,0.00043,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1657","BOM CONSELHO",32,111,63,0.00063,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1658","BOM CONSELHO",33,93,46,0.00046,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1659","BOM CONSELHO",34,83,33,0.00033,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1660","BOM CONSELHO",35,70,28,0.00028,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1661","BOM CONSELHO",36,62,25,0.00025,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1662","BOM CONSELHO",37,63,19,0.00019,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1663","BOM CONSELHO",38,47,16,0.00016,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1664","BOM CONSELHO",39,114,15,0.00015,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1665","BOM CONSELHO",40,75,17,0.00017,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1666","BOM CONSELHO",41,40,13,0.00013,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1667","BOM CONSELHO",42,36,10,1e-04,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1668","BOM CONSELHO",43,121,6,6e-05,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1669","BOM CONSELHO",44,27,10,1e-04,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1670","BOM CONSELHO",45,33,11,0.00011,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1671","BOM CONSELHO",46,50,22,0.00022,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1672","BOM CONSELHO",47,157,64,0.00064,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1673","BOM CONSELHO",48,77,28,0.00028,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1674","BOM CONSELHO",49,59,36,0.00036,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1675","BOM CONSELHO",50,51,35,0.00035,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1676","BOM CONSELHO",51,49,23,0.00023,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1677","BOM CONSELHO",52,33,11,0.00011,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1678","BOM CONSELHO",53,23,6,6e-05,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1679","BOM CONSELHO",54,35,19,0.00019,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1680","BOM CONSELHO",55,26,7,7e-05,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1681","BOM CONSELHO",56,60,30,3e-04,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1682","BOM CONSELHO",57,134,38,0.00038,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1683","BOM CONSELHO",58,117,32,0.00032,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1684","BOM CONSELHO",59,69,17,0.00017,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1685","BOM CONSELHO",60,166,87,0.00087,2,2e-05,"BOM CONSELHO","48767","Bom Conselho"
"1686","BOM CONSELHO",61,105,81,0.00081,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1687","BOM CONSELHO",62,90,43,0.00043,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1688","BOM CONSELHO",63,149,37,0.00037,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1689","BOM CONSELHO",64,135,24,0.00024,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1690","BOM CONSELHO",65,76,14,0.00014,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1691","BOM CONSELHO",66,43,13,0.00013,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1692","BOM CONSELHO",67,44,8,8e-05,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1693","BOM CONSELHO",68,26,9,9e-05,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1694","BOM CONSELHO",69,48,17,0.00017,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1695","BOM CONSELHO",70,124,102,0.00102,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1696","BOM CONSELHO",71,132,85,0.00085,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1697","BOM CONSELHO",72,190,93,0.00093,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1698","BOM CONSELHO",73,133,91,0.00091,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1699","BOM CONSELHO",74,97,66,0.00066,4,4e-05,"BOM CONSELHO","48767","Bom Conselho"
"1700","BOM CONSELHO",75,73,48,0.00048,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1701","BOM CONSELHO",76,138,77,0.00077,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1702","BOM CONSELHO",77,59,45,0.00045,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1703","BOM CONSELHO",78,44,33,0.00033,1,1e-05,"BOM CONSELHO","48767","Bom Conselho"
"1704","BOM CONSELHO",79,15,8,8e-05,0,0,"BOM CONSELHO","48767","Bom Conselho"
"1705","BOM JARDIM",14,2,2,2e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1706","BOM JARDIM",15,4,2,2e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1707","BOM JARDIM",16,8,2,2e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1708","BOM JARDIM",17,8,4,4e-05,2,2e-05,"BOM JARDIM","39983","Bom Jardim"
"1709","BOM JARDIM",18,6,3,3e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1710","BOM JARDIM",19,11,7,7e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1711","BOM JARDIM",20,17,11,0.00011,1,1e-05,"BOM JARDIM","39983","Bom Jardim"
"1712","BOM JARDIM",21,25,9,9e-05,1,1e-05,"BOM JARDIM","39983","Bom Jardim"
"1713","BOM JARDIM",22,17,8,8e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1714","BOM JARDIM",23,27,8,8e-05,1,1e-05,"BOM JARDIM","39983","Bom Jardim"
"1715","BOM JARDIM",24,56,18,0.00018,0,0,"BOM JARDIM","39983","Bom Jardim"
"1716","BOM JARDIM",25,75,21,0.00021,0,0,"BOM JARDIM","39983","Bom Jardim"
"1717","BOM JARDIM",26,71,29,0.00029,0,0,"BOM JARDIM","39983","Bom Jardim"
"1718","BOM JARDIM",27,179,56,0.00056,0,0,"BOM JARDIM","39983","Bom Jardim"
"1719","BOM JARDIM",28,279,79,0.00079,4,4e-05,"BOM JARDIM","39983","Bom Jardim"
"1720","BOM JARDIM",29,77,27,0.00027,2,2e-05,"BOM JARDIM","39983","Bom Jardim"
"1721","BOM JARDIM",30,136,53,0.00053,0,0,"BOM JARDIM","39983","Bom Jardim"
"1722","BOM JARDIM",31,217,80,8e-04,0,0,"BOM JARDIM","39983","Bom Jardim"
"1723","BOM JARDIM",32,188,63,0.00063,0,0,"BOM JARDIM","39983","Bom Jardim"
"1724","BOM JARDIM",33,164,53,0.00053,0,0,"BOM JARDIM","39983","Bom Jardim"
"1725","BOM JARDIM",34,186,61,0.00061,0,0,"BOM JARDIM","39983","Bom Jardim"
"1726","BOM JARDIM",35,150,47,0.00047,1,1e-05,"BOM JARDIM","39983","Bom Jardim"
"1727","BOM JARDIM",36,123,24,0.00024,1,1e-05,"BOM JARDIM","39983","Bom Jardim"
"1728","BOM JARDIM",37,44,8,8e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1729","BOM JARDIM",38,47,9,9e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1730","BOM JARDIM",39,56,16,0.00016,1,1e-05,"BOM JARDIM","39983","Bom Jardim"
"1731","BOM JARDIM",40,57,14,0.00014,0,0,"BOM JARDIM","39983","Bom Jardim"
"1732","BOM JARDIM",41,27,7,7e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1733","BOM JARDIM",42,31,5,5e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1734","BOM JARDIM",43,27,2,2e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1735","BOM JARDIM",44,16,2,2e-05,1,1e-05,"BOM JARDIM","39983","Bom Jardim"
"1736","BOM JARDIM",45,42,6,6e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1737","BOM JARDIM",46,22,3,3e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1738","BOM JARDIM",47,30,11,0.00011,0,0,"BOM JARDIM","39983","Bom Jardim"
"1739","BOM JARDIM",48,34,13,0.00013,0,0,"BOM JARDIM","39983","Bom Jardim"
"1740","BOM JARDIM",49,21,13,0.00013,0,0,"BOM JARDIM","39983","Bom Jardim"
"1741","BOM JARDIM",50,16,6,6e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1742","BOM JARDIM",51,16,4,4e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1743","BOM JARDIM",52,9,0,0,0,0,"BOM JARDIM","39983","Bom Jardim"
"1744","BOM JARDIM",53,22,1,1e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1745","BOM JARDIM",54,40,9,9e-05,1,1e-05,"BOM JARDIM","39983","Bom Jardim"
"1746","BOM JARDIM",55,56,6,6e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1747","BOM JARDIM",56,61,7,7e-05,2,2e-05,"BOM JARDIM","39983","Bom Jardim"
"1748","BOM JARDIM",57,27,6,6e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1749","BOM JARDIM",58,47,6,6e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
"1750","BOM JARDIM",59,46,16,0.00016,0,0,"BOM JARDIM","39983","Bom Jardim"
"1751","BOM JARDIM",60,129,27,0.00027,1,1e-05,"BOM JARDIM","39983","Bom Jardim"
"1752","BOM JARDIM",61,111,25,0.00025,1,1e-05,"BOM JARDIM","39983","Bom Jardim"
"1753","BOM JARDIM",62,109,19,0.00019,0,0,"BOM JARDIM","39983","Bom Jardim"
"1754","BOM JARDIM",63,83,10,1e-04,0,0,"BOM JARDIM","39983","Bom Jardim"
"1755","BOM JARDIM",64,90,22,0.00022,0,0,"BOM JARDIM","39983","Bom Jardim"
"1756","BOM JARDIM",65,67,25,0.00025,0,0,"BOM JARDIM","39983","Bom Jardim"
"1757","BOM JARDIM",66,47,14,0.00014,0,0,"BOM JARDIM","39983","Bom Jardim"
"1758","BOM JARDIM",67,83,34,0.00034,0,0,"BOM JARDIM","39983","Bom Jardim"
"1759","BOM JARDIM",68,107,40,4e-04,0,0,"BOM JARDIM","39983","Bom Jardim"
"1760","BOM JARDIM",69,98,27,0.00027,0,0,"BOM JARDIM","39983","Bom Jardim"
"1761","BOM JARDIM",70,94,29,0.00029,2,2e-05,"BOM JARDIM","39983","Bom Jardim"
"1762","BOM JARDIM",71,133,49,0.00049,4,4e-05,"BOM JARDIM","39983","Bom Jardim"
"1763","BOM JARDIM",72,168,57,0.00057,2,2e-05,"BOM JARDIM","39983","Bom Jardim"
"1764","BOM JARDIM",73,307,121,0.00121,1,1e-05,"BOM JARDIM","39983","Bom Jardim"
"1765","BOM JARDIM",74,236,110,0.0011,2,2e-05,"BOM JARDIM","39983","Bom Jardim"
"1766","BOM JARDIM",75,120,56,0.00056,2,2e-05,"BOM JARDIM","39983","Bom Jardim"
"1767","BOM JARDIM",76,157,64,0.00064,1,1e-05,"BOM JARDIM","39983","Bom Jardim"
"1768","BOM JARDIM",77,757,146,0.00146,1,1e-05,"BOM JARDIM","39983","Bom Jardim"
"1769","BOM JARDIM",78,73,22,0.00022,0,0,"BOM JARDIM","39983","Bom Jardim"
"1770","BOM JARDIM",79,22,6,6e-05,0,0,"BOM JARDIM","39983","Bom Jardim"
